name,age,street,city,state,zip,lng,lat
Madison Sanchez,71,9116 Timothy Brooks Apt. 961,West Kelly,Oregon,99226,3.850336,65.174979
Allen Fitzgerald,52,0925 Valdez Crossing Apt. 101,West Nancymouth,Iowa,12994,-147.714329,-17.659530
Courtney Smith,23,038 Hill Course Suite 898,Port Julie,Connecticut,75958,150.188883,-52.242307
Amanda Wilkerson,50,52433 Walker Walks,North Beverly,Rhode Island,96892,-157.487525,-35.997785
Todd Allen,30,99256 Bennett Knolls,Lindseyside,South Dakota,34678,150.740580,27.799351
Peter Perez,31,76768 Bauer Ports,Leestad,North Carolina,53411,92.999827,4.5257615
Amber Wood,65,396 Andrew Passage Suite 821,Jacksontown,New Jersey,18994,-106.256189,-18.710352
Charles Estrada,41,359 West Pine Apt. 180,Joseland,North Carolina,05151,-171.378605,52.144926
Robin Bush,26,64044 Matthew Glen Suite 036,Jennifermouth,Texas,27674,-61.742441,-13.633780
Paige Scott,58,8630 Gregory Turnpike,Johnshire,Mississippi,02428,-160.240048,-59.106047
Stephanie Robertson,62,8115 Miller Unions,North Joel,Missouri,81747,-124.790108,65.9042685
Isaac Turner,49,612 Ryan Prairie Suite 930,Moorehaven,Utah,65134,66.691907,15.352289
John Stevens,73,06101 Shannon Pike,Marcstad,Colorado,81199,42.395658,-54.4984125
Brittany Rios,35,1159 Montgomery Shore Apt. 353,Port Sandra,Montana,34628,57.137240,-36.381986
Scott White,44,6600 Samantha Trace,Port Glenn,New Jersey,02335,72.043759,13.410925
Hailey Harris,63,4699 Rice Spring Apt. 569,Port Erinfort,Tennessee,60053,-131.100396,-19.9976665
Mary Parsons,69,84577 Jones Burg,Castilloside,South Dakota,59464,-56.333942,-32.2215525
Jeremiah Barnes,61,6067 Merritt Plaza,Port Aprilside,Virginia,59571,-31.302114,-43.6301125
Megan Wang,60,88454 Terri Throughway,East Jeffrey,Alaska,86254,14.122816,37.7471385
Brianna Carson,45,3073 Hutchinson Cape Suite 655,Lake Raymond,New Hampshire,42556,-167.637894,74.2022505
Monica Cameron,18,53881 Anthony Drive Suite 904,East Miguelchester,New Hampshire,25444,66.445579,-54.989975
Christopher Murphy,47,5157 Alexander Pine Apt. 085,Lake Charlesfort,Missouri,86889,77.406351,-64.8202855
Christopher Roberts,27,308 Javier Roads,Lake Kimberly,Idaho,47652,-141.622331,-35.4054505
Jeremy Henderson,58,597 Dan Skyway,New Brooke,Montana,10615,38.112391,46.572636
Robin Richardson,65,303 Lopez Streets Apt. 510,Vanessahaven,New York,37639,-138.286597,37.6871785
Anthony Kelly,36,244 Hernandez Mill,Thompsonview,Idaho,88158,75.669328,3.044194
Autumn French,22,4212 Shepard Road,Amandamouth,Oregon,68196,-30.534469,40.6382545
Theresa Soto,29,8654 Jonathan Plains Suite 215,Howellville,Washington,61680,-178.814811,78.349805
Lisa Walters,59,283 Zachary Canyon Suite 955,West Zachary,Georgia,59364,126.659523,16.8792825
Cody Church,69,422 Sara Mountains Apt. 789,Edgarshire,Maryland,57590,-25.916282,-72.399219
Keith Bradford,29,284 Moore Plains Apt. 473,West Thomasland,Tennessee,22431,-115.676151,41.9570825
Albert Maynard,72,5540 Hardin Crest Apt. 835,Diazshire,Kentucky,33588,55.390224,-46.692502
Kenneth Lyons,72,2519 Jennifer Circle Suite 777,North Annette,South Carolina,52162,-146.080390,-30.272294
April Marshall,58,2488 Robert Brook Apt. 149,East Jacob,Mississippi,33115,105.870162,48.177749
Kimberly Manning,68,63288 Lee Island,New Scott,Hawaii,84707,146.676125,52.513403
Maurice Ramos,23,436 Davis Expressway Suite 277,Lake Brandon,California,91295,156.426216,-52.830478
Elizabeth Espinoza,34,85056 Cynthia Gateway Apt. 434,Valerietown,Missouri,82119,-105.086700,-59.0544095
Vincent Tyler,50,933 Taylor Springs,Hurstborough,North Dakota,87150,-160.115880,-83.0318455
Thomas Brock,72,71977 Anthony Summit Suite 758,East David,South Dakota,26231,3.035657,82.6803835
Dave Berry,70,2499 Kim Locks Suite 597,Williamsland,Indiana,92334,75.521285,-35.117395
William Cuevas,63,035 Vazquez Meadows,Ericaview,Missouri,46965,99.145605,-28.5008795
George Richardson,21,34436 Jordan Parkway Suite 402,Steventown,Pennsylvania,79733,-100.994628,51.302297
Jeremy French,58,21472 Hart Springs,South Sherritown,Kentucky,56197,-13.290213,-79.1690085
Michael Harrison,51,46343 David Rest,Nelsonberg,New York,27906,-41.129446,-28.9593275
John Morris,21,36571 Craig Pine Suite 454,Port Amanda,Indiana,10954,-169.378733,17.3079575
Christopher Thompson,26,26805 Rivera Common,Spencerton,Oregon,95404,101.430614,0.1447385
Carla King,21,3350 Joseph Rue,Morenoview,West Virginia,96992,-14.458200,52.903062
Jonathan Taylor,32,273 Walters Forest,Brianberg,Florida,74145,86.546033,-44.566002
Michael Griffin,34,3614 Allen Alley,Port Frances,Oklahoma,06034,-138.731865,-22.7381305
Shawn Herrera,51,8609 Callahan Keys,East Marystad,Idaho,73505,-156.338328,-85.803624
Stephen Turner,30,951 Boyer Way Suite 783,Brownborough,Minnesota,08737,-173.387177,8.255375
Christy Smith,74,4943 Judy Shoals Suite 087,Wilsonburgh,Montana,55059,-5.002762,57.5797835
Matthew Lopez,18,24428 Gallegos Fall,Port Kellyberg,New Hampshire,64210,177.808095,81.616729
Sandra Leblanc,52,7812 Henderson Port Suite 034,East Marietown,Pennsylvania,72092,-179.363253,-72.455311
Nichole Henderson,45,5999 Jamie Underpass,Lake Stephen,Massachusetts,70313,-66.483286,-6.0158075
Mr. Ryan Mckee,35,6731 Carlos Extension Apt. 722,Austinside,Kansas,38351,147.058997,9.203166
Jessica Haynes,41,54654 Olivia Ridges,East Davidland,Georgia,59468,-35.494661,37.349122
Steven Deleon,46,3935 Valerie Lodge,Port Charles,West Virginia,16803,-66.122675,46.957406
Jordan Johnston,36,6873 Tucker Bridge Apt. 954,Jordanbury,Michigan,99524,166.186575,-83.854936
Anthony Guerrero,78,1194 Jacob Lake,Houstonhaven,South Carolina,64312,158.764631,-49.4647395
James Ware,37,95440 Bond Island,Fordstad,South Dakota,27975,-94.378147,-5.460338
Vicki Pierce,51,2056 Eric Summit Apt. 089,Michaelmouth,Kansas,04517,95.782855,-62.256469
Jason Anderson,74,2313 Philip Rest,New Adam,Alabama,29413,55.860226,-51.012973
Allison Allen,74,02841 Webster Track,East Javier,Arizona,84068,87.071862,55.019229
Richard Robles,23,9375 Tyler Ranch,Baileybury,Arkansas,05990,-132.516534,19.974736
Patrick Evans,78,2872 George Glen Apt. 269,North Anthony,Indiana,81581,-122.286975,-5.230764
Sarah Pierce,41,63127 Cindy Flats,South Dennismouth,Oklahoma,28811,94.769935,51.7164715
Brenda Dennis,40,4894 Clarke Stravenue,Port Taraborough,Texas,38732,-113.458096,74.1332395
Elizabeth Sellers MD,28,141 Hughes Mills Apt. 809,Jimenezport,Colorado,03519,-95.681173,34.282354
Pedro Jimenez,39,04418 Turner Club,North Rebecca,South Carolina,94822,-135.624369,-4.2566845
Michael Buchanan,80,81501 Hill Lodge Apt. 214,Simmonsshire,Delaware,48734,-135.141120,17.6714855
Mrs. Andrea Cardenas MD,74,1794 Lopez Squares Suite 506,Rosschester,Utah,68653,-69.230414,-33.843720
Dustin Baker,60,24027 Hector Forks Suite 384,North Terry,Vermont,39158,69.998846,58.3502085
Darren Huang,33,004 Coleman Ferry Suite 616,North Jaredstad,Delaware,16715,71.410409,-9.8395135
Ryan Gamble,72,914 Derek Station Apt. 379,Gillfort,Pennsylvania,25014,48.582989,-0.5493535
Maureen Wolfe,29,6465 Shepherd Road,Summersville,Michigan,15884,171.310886,28.7219445
John Kramer,66,5014 Nicholas Course,Burnsview,Idaho,59012,105.756387,-69.333644
Louis Moore,34,92014 Jones Rest,Thompsonfort,Nevada,83761,44.071417,-40.7028915
Alicia Williams,29,62442 Briana Roads,South Austinstad,Oregon,45501,76.007253,80.218782
Brian Spencer,69,9901 Matthew Wells Suite 353,Fraziershire,West Virginia,23696,151.675763,-67.278363
Cody Baker,36,758 Smith Dale Suite 406,West Melissaville,Idaho,33303,123.277608,84.1489855
Thomas Malone,57,8313 Thomas Island,South April,South Dakota,77985,-48.325724,-61.553515
Heather Hernandez,65,599 Hooper Fort Suite 688,Foxchester,Georgia,76334,-63.702764,22.017750
Kimberly Cooke,27,1616 Smith Creek Suite 437,East Amyton,Maine,04912,16.739189,-26.346070
Robin Booth,57,61856 Richard Hill,Webbmouth,Oregon,17402,-142.891919,-41.712002
Hailey Barnes,37,991 Ruiz Loaf Apt. 451,Brianland,Arizona,89511,-49.743430,-16.3259035
Joshua Perez,55,359 Manuel Track,North Barbara,Virginia,33810,148.611945,-16.590362
Allison Parker,68,6047 Vicki Ridges Suite 221,West Richardport,Rhode Island,82195,40.077051,-80.193520
Gregory Smith,39,57148 Wilkerson Place,West Robertport,Alabama,93880,135.223637,-29.196808
Lisa Swanson MD,64,3094 Katrina Garden Apt. 176,Markfort,Maryland,42725,73.906831,35.4765845
Julia Dougherty,35,3091 Lisa Spur,East Sandra,Mississippi,71597,-23.982030,-42.403551
Maria Higgins,19,12327 Ethan Motorway Apt. 321,Crawfordhaven,Maine,91426,99.708408,-74.6427185
Joseph Rodriguez,40,93897 Rice Villages,Tranfurt,Oklahoma,17258,138.148779,-0.319394
Jason Rose,52,7333 Zhang Roads Apt. 614,Davidsonfort,Alaska,84375,-163.279983,-54.945250
Melissa Miles,69,365 Hayes Roads Apt. 828,Rodriguezborough,Michigan,56451,113.920706,-88.5639205
Jonathan Caldwell,18,7769 Jodi Walks,Kimberlyview,Colorado,92342,161.262844,86.328951
Todd Liu,31,9178 Johnson Street,Briannaton,Rhode Island,70372,9.920716,-55.8319835
Elizabeth Wells,46,33906 Mark Springs Apt. 621,Lake Alexandriaport,New Hampshire,58475,11.360230,3.0969805
Joseph Herrera,36,955 Lisa Keys Apt. 914,South Peterchester,Kansas,09147,80.909534,32.288819
Kaylee Reid,33,2912 Gilbert Stravenue,Port Codyfort,Louisiana,19985,80.958796,67.1463435
Mitchell Ramos,41,609 Holly Brook,Lake Emilystad,West Virginia,08938,-155.648587,-76.0775925
Madison Mckay,48,96574 Baird Harbors,Port Benjamin,Arkansas,07411,40.647335,15.5087185
Maria Dunn,49,3527 Lori Court,Gregoryland,Rhode Island,17897,-33.585300,-68.6240345
John Maynard,71,29347 King Roads Suite 227,North Ethan,Idaho,53810,78.274384,-10.4961235
Scott Pitts,40,37608 Edward Springs Suite 079,Carolhaven,Indiana,66473,-68.695914,-19.0897955
Andrew Martinez,54,263 Shane Plaza,Jasmineberg,Hawaii,40080,33.407444,30.9674085
Benjamin Potts,60,15222 Megan Squares,East Javier,Maine,64614,-92.676890,-71.448472
Patricia Johnson,58,390 James Square,Gardnerport,Montana,12741,14.036647,-72.009686
Paul Mitchell,48,962 Tiffany Rapid Suite 361,Kathleenland,West Virginia,24539,-146.903508,65.5966945
Heather Brandt,36,30223 Peggy Fall Apt. 969,North Markmouth,Louisiana,44969,1.002423,-53.941001
Michelle Patton,77,1363 Todd Port Apt. 517,Hinesberg,Washington,05836,-58.465496,3.7869805
Gregory Spencer,78,500 Baldwin Oval Suite 500,Mckenziemouth,Connecticut,92901,109.086543,47.4968865
John Sanders,49,840 Matthew Courts Apt. 817,Lake James,Oklahoma,71692,27.873699,80.4920225
Richard Harris,44,13309 Jordan Terrace Suite 763,Salasburgh,Kentucky,06728,-12.457254,-68.3182835
Joshua Wilkinson,73,977 Jacob Glens Apt. 307,East Craigland,Hawaii,18934,125.923975,11.099213
Jared Bennett,66,0518 Ryan Plains,Lake Mary,Idaho,63054,97.815112,-44.1402125
Shannon Dixon,45,724 Ingram Hill,East Janice,Wisconsin,82082,-108.710265,18.761912
Ashley Wilson,43,8469 Mathews Haven,Jamesmouth,New Hampshire,39938,-107.697904,-14.1270425
Shawn Coleman,77,08162 Ferrell Ways,Shawtown,Hawaii,89648,45.175974,-30.960232
Joshua Martin,42,62916 Yolanda Estates Apt. 190,New Nathan,Maine,76850,-37.464904,-14.5716775
David Massey,42,94985 Rachel Hill,Mooreville,Rhode Island,33738,-93.249274,-64.962811
Lori Lee,27,76748 Lee Port,Stephanieberg,Wisconsin,66845,55.023057,-20.803769
Stefanie Stokes,58,10870 John Roads Apt. 893,Carrport,Montana,45416,171.078487,74.075791
Samantha Harris,41,484 Michael Lodge,Lake Jesus,Florida,89321,-22.466385,8.1479055
John Frazier,30,3001 Angela Wells Apt. 651,New Hannahfort,New Mexico,20411,-74.951076,-12.386570
Gregory Hernandez,64,68604 Jackson Turnpike,Williamland,Oregon,90394,-30.905217,-30.6805295
Summer Ferguson,60,908 Jillian Gardens Suite 321,North Rayhaven,Texas,16435,151.965997,86.4151905
Zachary Chung,80,7052 Willis Cliff,East Laura,Alabama,44503,157.402480,50.001630
Norma Peters,20,7110 Kimberly Harbor Apt. 167,Maryhaven,Michigan,75857,-48.439792,-34.3064865
Brent Thomas,18,003 Bobby Gardens Suite 189,Port Julieville,Florida,76241,-178.487751,-58.0648955
Miss Lisa Gray MD,45,152 Robert Bypass,Markfort,Ohio,18588,31.202452,6.3125615
Patricia Carroll,58,04699 Williams Mountain Suite 066,South Ashleytown,North Carolina,84670,-108.831633,-70.408317
Robert Reed,26,10033 Sarah Neck,East Madisonstad,Indiana,52049,-125.677798,5.0160375
Karen Hernandez,27,1854 Joshua Lock Apt. 440,East Lesliehaven,North Carolina,08376,-17.629984,-74.9808775
Lauren Alvarado,49,905 Warner Route Apt. 565,Pearsonport,Oregon,09196,-156.935991,27.0123445
Victor Clay,75,3305 Kayla Crescent,East Nancyville,North Dakota,39956,-124.159316,-59.7355605
Mary Terry,65,92108 Benson Mount Apt. 017,Gregoryside,Iowa,07071,44.956888,33.635309
Gary Hughes,21,8430 Lara Manor Apt. 872,Griffinhaven,Pennsylvania,43225,-145.252472,-77.984771
Joshua Petty,64,977 Sims Hollow,New Theresaside,New York,53838,-95.142259,74.2797505
Tyler Cain,32,2809 Justin Shoal Suite 738,West Coreyborough,Kentucky,67070,-157.215571,51.604172
Paul Morris,29,784 Hart Views Suite 835,East Joshuaview,Ohio,36107,-19.338379,4.3459765
Suzanne Thompson,72,2931 Linda Ranch,Jenniferland,Wisconsin,23302,-138.246250,30.259422
Nicholas Cooley,63,238 Thompson Creek,Adamsstad,Florida,98020,59.121545,-67.128876
Howard Harris,43,7161 Matthew Parkways Apt. 393,Heatherchester,Delaware,21807,-5.532072,8.3633905
Tara Shaffer,33,592 Fischer Village,South Erinfort,West Virginia,88079,127.380881,64.2379925
Ashley Schaefer,76,04344 Holmes Creek Apt. 607,Montgomeryburgh,Nebraska,22157,139.598489,-44.5562045
Jennifer West,21,9054 Jenna Loop Apt. 222,Robertoborough,Florida,02140,-97.557184,-12.9441685
Daniel Moran,73,770 Robert Forges Suite 454,Markhaven,Oregon,75346,-67.320613,-7.9564505
Matthew Moore,26,64709 Yvonne Highway,Lake Daniellehaven,North Dakota,82025,-72.787144,45.268484
Johnny Kerr,34,060 Reynolds Wall,Karenton,Pennsylvania,15307,-49.041784,67.519365
Lisa Rodriguez,72,7539 Sara Junctions Suite 993,East Ashleychester,Oregon,77128,11.207986,28.7212785
Michael Boyle,26,99763 Davis Stream,Parksville,North Dakota,14874,13.419208,-59.437021
Amanda Anderson,36,831 Black Plaza Apt. 186,New Janice,Arkansas,39789,-65.938732,-45.4915995
Brenda Miller,32,449 Blanchard Mountain,West Trevor,Tennessee,96065,-92.359311,20.206139
David Gibbs,74,93181 Eric Point Suite 041,Kevinstad,Alaska,32813,-137.678697,60.7788345
Lauren Wolfe,63,15158 Fletcher Rest,Bennettside,Wisconsin,35875,-111.775990,54.007723
Robert Cook,64,43339 Hernandez Land,Lake Catherinefort,Texas,60570,-122.346761,-68.859095
Louis White,44,73007 Haynes Loop Apt. 409,Anthonybury,Kentucky,79128,167.145801,11.830494
Jacqueline Miles,48,566 Robin Run,Port Erica,Colorado,77926,29.010458,47.408701
Jacqueline Reyes,47,934 Victoria Forest,Smithstad,Texas,65495,-26.741660,52.074383
Tracy Terry,69,725 Jacqueline Bypass Apt. 359,East Shaneport,Iowa,09252,-42.437720,-74.837938
Michelle Beltran,40,577 Juarez Pine,New Veronica,Kentucky,77643,93.264539,-54.4514015
Andre Moore,73,7406 Matthews Crossing,New Craig,New Mexico,19688,-119.538249,-49.0656505
Erika Garcia,54,0118 Christian Trace,Jamesmouth,Arizona,13883,134.644881,-85.9398115
Tamara Daniel,55,0096 Christian Crescent Apt. 075,Alexandriaton,Alabama,39160,-20.725918,-61.5618755
Matthew Cole,45,10672 Matthew Courts,Lopezmouth,Minnesota,24325,54.451853,41.9292645
Amanda Turner,36,2144 Joshua Groves,Martinport,Louisiana,97665,86.910691,63.8626345
Sharon Clark,71,618 Joshua Skyway Suite 629,North James,Kentucky,30486,72.888868,15.199312
Mrs. Kathleen Thomas DDS,70,211 Destiny Stravenue,Jessehaven,Colorado,67374,149.577560,43.6630905
James Michael,32,4705 Kevin Street Apt. 069,Ingramburgh,Kansas,29177,84.131294,-78.589736
Jerry Johnston,35,163 Johnson Forest Suite 229,Jerryside,California,45134,21.983688,-62.8915925
James Harris,42,664 Timothy Hills Suite 500,North Tinaland,Florida,37605,12.596144,16.0104485
Susan Perez,38,9048 Armstrong Lodge Apt. 012,Hallville,New Hampshire,23170,-154.428669,-88.5391245
Jessica Dixon,54,8128 Butler Extension,North Christopherport,Nebraska,14809,-151.359696,38.7079135
Stephanie Small,78,1343 Bender Knoll Suite 790,Austinburgh,Oregon,55057,-38.290711,19.640284
Michael Duffy,66,32238 Adam Land,Loganberg,Montana,19492,21.627553,57.7068715
Anthony Gilbert,33,963 Kevin Neck,Port Christina,Michigan,58943,-134.125114,-6.605364
Scott Richardson,29,80658 Villanueva Rue,South Gary,Wisconsin,14987,-127.476143,-82.5699125
Sophia Olson,39,87616 Tammy Creek,Cherylland,California,78171,48.052669,60.151728
Leonard Miller,36,30957 Mary Prairie,Lake Jesseville,Mississippi,80356,60.553599,-86.1586855
Ryan Obrien,59,4519 Valdez Unions,North Scott,South Dakota,25677,-168.476736,-45.407989
Michael Bush,48,733 Parker Branch Suite 492,South Suemouth,North Dakota,92422,35.122206,14.4490755
Bradley Smith,51,0044 Sara Landing Suite 203,Port Mark,Georgia,71698,-177.441480,-39.6711335
Mrs. Cynthia Hernandez,68,818 Chen Bridge Apt. 035,North Philip,Minnesota,91415,-75.144607,-82.4808905
Gregory Sandoval,80,88423 Mary Glens Suite 851,Dunnview,Wyoming,79235,-158.389231,4.1902895
Amanda Yang,22,54841 William Field,Rachelberg,Minnesota,54855,-93.754980,-14.288004
Glenn Jacobs,33,3432 Hooper Rapids Suite 432,West Christopher,Oregon,11360,-85.439174,-69.977854
Linda Frye,45,81115 Ricky Hollow,Lake Kaylastad,Vermont,61596,-174.781316,51.8166865
Lisa Williams,45,567 Orr Squares Apt. 132,South Davidhaven,Colorado,15865,50.886641,51.638896
Mrs. Karen Hall,66,1517 James Cove,Munozstad,Alaska,31004,-131.559352,42.428734
Francisco Walker,34,1441 Anderson Walk,Sampsonborough,Pennsylvania,95841,-167.334491,53.5762975
Katie Duarte,35,399 Craig Valley Apt. 419,Careyland,Wyoming,71479,-55.917023,60.719906
Jeffrey Vasquez,68,01071 Sandra Dam Suite 753,Patrickshire,Missouri,79383,25.612293,78.063552
Tiffany Davis,43,56755 Smith Ports Suite 638,East Patricia,Maine,74520,139.516901,-28.7071805
Kevin Brown,74,634 Tina Meadows,Cooperton,Minnesota,27596,107.255821,15.5695045
Joseph Smith,68,3869 Stark Lakes,Port Andrea,Colorado,23374,105.540492,43.156108
James Cardenas,20,169 Huang Cliff Apt. 770,Lake Roberthaven,New York,02223,139.952891,85.697149
Brenda Bryant,19,407 Vargas Square,Jeremystad,New York,12118,144.048094,1.2733815
Elizabeth Johnston,20,8853 Brian Common Apt. 951,South Andrew,Oregon,73578,-127.698970,-50.452161
Jay Ellis,46,882 Herring Extensions Apt. 546,North Jillmouth,Texas,87966,-142.256824,-49.6466675
Darren Willis,47,3495 Coleman Trail,Stevenston,Hawaii,29883,-161.802329,-41.401613
Latasha Hodges,70,02080 Sandoval Shoal Suite 100,West William,Montana,66357,115.384643,39.848650
Tammy Green,59,98095 Harmon Lights,Rodriguezchester,Indiana,55017,-159.333500,-1.056429
Brenda Cook,44,5771 Powers Center,Port Sarahbury,Delaware,16247,65.544642,0.461185
Evelyn Wagner DVM,78,9117 David Mission,Martinview,Colorado,80788,6.319500,34.427359
Timothy Gomez,70,96276 Erin Square Apt. 043,New Loristad,South Dakota,55415,-177.230874,64.6951865
Michael Thomas,77,73346 Lisa Ports,Lake Shirley,Rhode Island,32449,139.249652,79.793160
Kevin Myers,62,267 Sheila Way,Lake Bridget,New Mexico,88329,89.875897,56.6983895
Matthew Garcia,24,162 Charles Harbor Suite 489,Port Juanside,New Hampshire,87927,120.671665,-6.929445
Elizabeth Brooks,31,9784 Robert Overpass Suite 037,Donnaland,New Jersey,82218,69.107361,47.199653
Richard Newman,58,14347 Farrell Summit Apt. 396,Zacharyshire,Arkansas,94317,-103.522364,87.388718
Daniel Wiggins,38,0795 Lisa Crossing,West Gabrielfurt,Alabama,30410,-62.488374,-87.026625
Jesse Zuniga,59,07262 Catherine Dale,Josephbury,South Dakota,68011,123.042879,-52.223153
Tamara Mathis,38,07005 Dustin Parkway,Cardenasmouth,Maine,02483,59.518126,67.3200995
Julia Walker,18,1835 Jessica Port Suite 856,Ashleyborough,Oregon,18474,87.494837,-52.0482165
Paula Morales,20,944 Sarah Tunnel,Royfort,Maine,65298,115.963928,-19.6076115
Michael Macias,60,0119 Moore Tunnel Suite 039,West Davidstad,Utah,08311,-178.907934,-63.2770745
Meagan Hall,45,648 Thompson Valleys Apt. 950,Greenburgh,Nevada,97945,53.169999,58.514624
James Wilson,44,2296 Watson Shores,West Lori,Nevada,30717,-155.676744,44.0342975
Ryan Ramos,28,3247 James Place,Baxterton,California,54500,109.797437,60.827833
Tami Shields,51,2823 Strong Expressway Apt. 995,Codyton,Massachusetts,42157,-39.942179,-2.143340
Jon Wolfe,33,6426 Richard Circles Apt. 708,Port Christopher,Michigan,21256,-164.110215,-64.0593865
Kenneth Hernandez,27,9753 Danielle Neck,South Timothyborough,Wyoming,25062,56.008229,-40.0806975
Dominique Whitehead,22,679 Michael Turnpike Suite 982,Kennethmouth,North Carolina,23144,59.778779,46.295103
John Dyer,33,862 Brian Trafficway Apt. 880,Port Gina,Kentucky,20405,134.147648,1.3005285
Harry Johnson,38,27646 Janice Creek Suite 744,Beardmouth,California,87868,90.113077,29.2597705
Kimberly Luna,34,734 Austin Forest Apt. 654,Martinchester,North Dakota,59733,-168.490120,-9.6642975
Emma Miles,42,93710 Jorge Fork Apt. 900,Kennethmouth,Rhode Island,62371,52.906127,-84.5550675
Melissa Martin,33,47134 Jenkins Forges Apt. 567,Kingborough,Michigan,36177,36.899890,80.3532795
Joanna Sosa,61,71140 Virginia Road Apt. 020,East Amanda,Missouri,03863,-130.919978,89.7212735
Stephen Mendoza,39,012 Brown Shoals Suite 470,Richardsonfurt,Kentucky,76670,-84.060072,5.271438
Christopher Jenkins,54,97840 Mckinney Falls Suite 509,Andrewview,Maine,75958,117.686032,-22.377410
Joshua Dyer,19,54690 Robert Parkway,Lauraton,Nebraska,68893,-53.302227,45.9848035
Stephanie Riggs,26,8075 Scott Roads,Jacksonmouth,New York,46843,151.740719,15.480770
Peter Hernandez,54,662 Johnson Rapid,South Sara,Nevada,35875,21.301345,22.0390425
Michaela Duran DDS,63,041 Justin Glen,Howardmouth,North Dakota,48701,122.341820,-76.396065
Alexa Palmer,37,685 Joseph Key,South Sergio,Georgia,27475,-92.453814,-66.261547
Julie Dickson,60,7363 Davidson Forge,Cassandraberg,Florida,57787,-96.737987,-15.439739
David Smith,65,7725 Rebecca Oval,Morachester,Wisconsin,63017,-61.224095,82.753405
Brenda Pacheco,36,36218 Martinez Pines,Hayleyfort,Connecticut,02415,-168.137374,-52.731138
Natalie Cole,61,249 Morgan Fall,Lake Jennifer,Utah,31478,137.041227,-30.272833
Linda Hunt,77,7338 Sanders Village,Lake Kayla,Hawaii,00962,30.846529,-44.615995
Sherry Good,35,5735 Simmons Forks,Kevinton,Kentucky,85659,139.701690,86.507851
Dustin Cooper,72,0653 Wilson Skyway,Timothyview,Maine,55202,174.737535,75.1879315
William Kelly,59,31680 Jason Haven,North Heather,Montana,40373,-57.248987,50.1480845
Juan Davis,25,209 Thomas Shores Apt. 001,Lake Alexandramouth,Wisconsin,00530,-143.946825,51.7433155
Caitlin Moore,18,566 Lane Park,Mahoneyfort,Washington,79105,130.681393,-57.6876425
Laura Thompson,18,726 Tony Parkways Apt. 656,North Davidtown,Alaska,07270,-148.824578,-46.0932415
Emily Johnson,38,45998 Oliver Groves Apt. 034,Cortezhaven,West Virginia,86284,76.763547,89.9774745
Kyle Nelson,72,049 Keith Turnpike,Mackmouth,Louisiana,71056,71.402164,-43.895753
Oscar Tucker Jr.,39,4570 Kevin Drive,East Joseph,Arizona,71695,-0.779212,-5.0067445
Tina Reese,38,5434 Hart Cliffs Apt. 010,West Alexander,Missouri,02301,77.589032,55.996553
Andrew Cox,34,68185 Mitchell Isle Apt. 356,West Kimberlymouth,New Hampshire,25008,174.599480,-56.9200195
Jennifer Collins,43,889 Dustin Views Apt. 221,Robertland,Nevada,19296,-20.509075,-25.760800
Ana Barker,46,9879 Petersen Meadow,South Danielmouth,West Virginia,61494,8.676384,16.9600615
Todd Dunn,45,130 Autumn Coves Apt. 823,North Christian,Iowa,93705,-40.280965,-84.2089465
Mr. Frank Miller,23,319 Martinez Mews Suite 198,Tiffanyshire,Wisconsin,22401,-101.236740,88.9623335
Shannon Cabrera,72,78456 Daniel Drives,Maryfort,Oregon,40229,134.194952,40.457661
Stephanie Martin,35,142 Bailey Parkways Suite 287,West Ashleyville,New Jersey,51968,113.581087,84.739398
Warren White,63,578 Stephanie Rue Apt. 821,Michaelton,Iowa,93466,-0.366723,-9.4745755
Kelly Scott,46,07714 Matthews Prairie,Thomasbury,New Jersey,54471,-36.984712,-28.801905
Kara Wright,27,2324 Sarah Spur Apt. 196,Andrewshire,Delaware,68884,-95.613200,27.1373865
Amanda Cochran,21,8133 Lopez Springs,Gilbertmouth,Hawaii,28437,75.161088,55.9178485
Alexandra Farmer,63,0598 Jessica Lakes,East Ernest,Minnesota,19604,-115.340866,60.593386
Carolyn Hale,78,7239 Davis Point,West Haleyview,Connecticut,34549,13.617749,-8.0827485
Emma Thornton,60,1467 Kimberly Unions,Marymouth,Texas,33295,73.472118,-63.8763825
Randy Fisher,61,318 King Row,Lake Kenneth,Kentucky,12684,0.814705,-55.3476955
Todd Brown,67,5449 Gerald Radial,Ericaberg,Idaho,93630,56.440649,-11.131041
Christopher Pittman,71,84825 Washington Port,East Sarah,Delaware,58055,-75.245991,89.9360965
Jennifer Peterson,19,9069 Anderson Meadows,South Judy,Pennsylvania,90326,-152.429446,-7.8671155
Jason Moreno,74,186 Scott Brook,Sabrinaberg,Wyoming,27598,-128.770992,46.8387345
Gabrielle Lambert,78,76501 Michael Circles,Smithtown,Oregon,85337,-106.813142,39.506657
Kathleen Smith,45,80688 Patterson Center Suite 254,Lake Steven,Alabama,65050,-120.045752,48.195486
Erin Smith,60,020 Lewis Forest,Raymondmouth,Washington,14144,-49.696548,25.8228245
Karen Jacobs,47,08332 Diamond Parkway Apt. 021,South Timothy,Iowa,47624,164.824878,-24.783603
Zachary Hubbard,79,1391 Tricia Haven Apt. 417,West Annette,Texas,47005,-98.758117,-17.913187
George Roberson,19,3227 Robin Land,North Andrewtown,Washington,33362,61.756083,84.4139295
